Institute,ID Number,Project,Higher Group,Family,Genus,Species ,Standard,Buffer,mean1,mean2,cv1,cv2,ratio,ave.sample,ave.standard,GS pg (2C),GS pg (1C),1C/Gbp,cv.sample,cv.standard,SD(R).sample,measured by,Date,DToL Specimen ID,Previous estimate (2C) (prime*),Comments on DToL sample,,,,,
MSB,934024,UK Flora,,,Taraxacum ,sahlinianum,<Pisum,GPB3%PVPBmet,203.58,653.94,3.57,2.2,3.212,212.2566667,669.7533333,2.88,1.44,1.41,3.03,1.94,0.055,Robyn Powell,,,,,,,,,
,,,,,,,,,212.42,670.57,2.9,1.86,3.157,,,,,,,,,,,,,,,,,,
,,,,,,,,,220.77,684.75,2.63,1.77,3.102,,,,,,,,,,,,,,,,,,
MSB,934226,UK Flora,,,Taraxacum ,adiantifrons,<Pisum,GPB3%PVPBmet,207.86,663.67,2.95,1.64,3.191,210.7,667.39,2.87,1.43,1.40,2.60,1.56,0.034,Robyn Powell,,,,,,,,,
,,,,,,,,,213.54,671.11,2.25,1.48,3.143,,,,,,,,,,,,,,,,,,
MSB,859080,UK Flora,,,Hieracium ,ronasii,>Petro,,115.76,378.48,3.28,3.67,3.270,385.66,118.4566667,14.65,7.33,7.16,3.69,3.35,0.017,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,118.82,387.44,3.47,3.96,3.261,,,,,,,,,,,,,,,,,,
,,,,,,,,,120.79,391.06,3.29,3.45,3.237,,,,,,,,,,,,,,,,,,
MSB,854557,UK Flora,,,Hieracium ,australius,>Petro,,170.12,604.8,2.72,2.16,3.555,611.8333333,173.86,15.84,7.92,7.74,2.02,2.45,0.036,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,174.1,612.72,2.44,2.03,3.519,,,,,,,,,,,,,,,,,,
,,,,,,,,,177.36,617.98,2.2,1.88,3.484,,,,,,,,,,,,,,,,,,
MSB,859091,UK Flora,,,Hieracium ,zetlandicum,>Petro,,113.38,397.48,3.55,4.24,3.506,398.22,113.37,15.81,7.90,7.73,4.44,4.00,0.008,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,112.23,395.31,4.08,4.47,3.522,,,,,,,,,,,,,,,,,,
,,,,,,,,,114.5,401.87,4.38,4.61,3.510,,,,,,,,,,,,,,,,,,
MSB,933621,UK Flora,,,Taraxacum ,tumentilobum,<Pisum,,187.16,414.38,2.98,2.18,2.214,198.8666667,434.0366667,4.16,2.08,2.04,2.71,1.88,0.031,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,202.09,441.47,2.56,1.79,2.185,,,,,,,,,,,,,,,,,,
,,,,,,,,,207.35,446.26,2.58,1.68,2.152,,,,,,,,,,,,,,,,,,
MSB,944607,UK Flora,,,Hieracium ,farrense,>Petro,,114.4,387.64,4.16,4.21,3.389,394.2366667,117.2533333,15.13,7.57,7.40,4.06,4.20,0.027,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,117.95,396.85,4.17,3.89,3.365,,,,,,,,,,,,,,,,,,
,,,,,,,,,119.41,398.22,4.27,4.09,3.335,,,,,,,,,,,,,,,,,,
MSB,893945,UK Flora,,,Hieracium ,sannoxense,>Petro,,209.16,671.11,2.92,2.68,3.209,612.2933333,191.94,14.36,7.18,7.02,2.32,2.55,0.017,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,214.19,680.85,2.47,2.2,3.179,,,,,,,,,,,,,,,,,,
,,,,,,,,,152.47,484.92,2.25,2.07,3.180,,,,,,,,,,,,,,,,,,
MSB,117726,UK Flora,,,Hieracium ,tenuifrons,>Petro,,117.62,401.41,3.9,3.6,3.413,404.99,119.3866667,15.27,7.63,7.46,3.92,4.20,0.030,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,118.86,404.94,4.61,3.88,3.407,,,,,,,,,,,,,,,,,,
,,,,,,,,,121.68,408.62,4.09,4.28,3.358,,,,,,,,,,,,,,,,,,
MSB,893222,UK Flora,,,Hieracium ,dalense,>Petro,,146.1,349.2,2.44,1.95,2.390,351.5733333,147.8433333,10.70,5.35,5.23,1.84,2.41,0.013,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,148.03,352.28,2.45,1.82,2.380,,,,,,,,,,,,,,,,,,
,,,,,,,,,149.4,353.24,2.35,1.75,2.364,,,,,,,,,,,,,,,,,,
MSB,882578,UK Flora,,,Hieracium ,dalense,>Petro,,109.09,260.82,4.59,4.27,2.391,260.0533333,109.4366667,10.69,5.35,5.23,4.56,4.84,0.028,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,108.98,260.95,5.09,4.43,2.394,,,,,,,,,,,,,,,,,,
,,,,,,,,,110.24,258.39,4.85,4.99,2.344,,,,,,,,,,,,,,,,,,
MSB,117704,UK Flora,,,Hieracium ,eximium,>Petro,,149.72,507.2,2.76,2.23,3.388,518.28,154.9066667,15.06,7.53,7.36,2.12,2.30,0.042,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,155.3,519.98,2.08,2.08,3.348,,,,,,,,,,,,,,,,,,
,,,,,,,,,159.7,527.66,2.05,2.05,3.304,,,,,,,,,,,,,,,,,,
MSB,877996,UK Flora,,,Hieracium ,pachyphylloides,>Petro,,115.6,276.15,3.76,3.59,2.389,277.81,116.8466667,10.70,5.35,5.23,3.76,3.83,0.012,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,117.91,280.48,3.44,3.31,2.379,,,,,,,,,,,,,,,,,,
,,,,,,,,,117.03,276.8,4.29,4.38,2.365,,,,,,,,,,,,,,,,,,
MSB,117667,UK Flora,,,Hieracium ,pensum,>Petro,,148.12,505.09,2.47,2.21,3.410,505.77,148.8333333,15.29,7.65,7.48,2.16,2.47,0.013,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,149.12,507.1,2.39,2.05,3.401,,,,,,,,,,,,,,,,,,
,,,,,,,,,149.26,505.12,2.55,2.22,3.384,,,,,,,,,,,,,,,,,,
MSB,891712,UK Flora,,,Hieracium ,pulchrius,>Petro,,112.86,387.29,4.78,5.67,3.431,394.7033333,114.5566667,15.50,7.75,7.58,5.30,4.63,0.015,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,114.25,395.36,4.75,5.16,3.461,,,,,,,,,,,,,,,,,,
,,,,,,,,,116.56,401.46,4.35,5.07,3.444,,,,,,,,,,,,,,,,,,
MSB,117678,UK Flora,,,Hieracium ,pensum,>Petro,,144.01,491.09,2.43,2.44,3.410,492.4966667,145.4833333,15.23,7.62,7.45,2.44,2.50,0.026,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,145.87,494.24,2.19,2.2,3.388,,,,,,,,,,,,,,,,,,
,,,,,,,,,146.57,492.16,2.87,2.69,3.358,,,,,,,,,,,,,,,,,,
MSB,878683,UK Flora,,,Hieracium ,kentii,>Petro,,117.61,277.63,4.99,4.79,2.361,279.45,118.81,10.58,5.29,5.18,5.15,4.87,0.016,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,118.79,277.16,4.69,5.62,2.333,,,,,,,,,,,,,,,,,,
,,,,,,,,,120.03,283.56,4.93,5.05,2.362,,,,,,,,,,,,,,,,,,
MSB,894333,UK Flora,,,Hieracium ,sowadeense,>Petro,,149.3,510.36,2.68,2.03,3.418,517.3733333,152.7166667,15.25,7.62,7.45,2.07,2.61,0.033,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,152.83,518.71,2.7,1.99,3.394,,,,,,,,,,,,,,,,,,
,,,,,,,,,156.02,523.05,2.44,2.18,3.352,,,,,,,,,,,,,,,,,,
MSB,107884,UK Flora,,,Hieracium ,calenduliflorum,>Petro,,160.85,559.71,2.49,2.7,3.480,558.4766667,161.8133333,15.53,7.77,7.59,2.63,2.63,0.026,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,162.45,559.89,2.5,2.51,3.446,,,,,,,,,,,,,,,,,,
,,,,,,,,,162.14,555.83,2.9,2.68,3.428,,,,,,,,,,,,,,,,,,
MSB,116936,UK Flora,,,Hieracium ,holosericeum,>Petro,,123.81,324.16,3.91,3.87,2.618,312.3,120.92,11.62,5.81,5.68,4.03,3.65,0.040,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,126.85,328.09,4.15,4.76,2.586,,,,,,,,,,,,,,,,,,
,,,,,,,,,112.1,284.65,2.9,3.45,2.539,,,,,,,,,,,,,,,,,,
MSB,107828,UK Flora,,,Hieracium ,calenduliflorum,>Petro,,187.11,314.19,2.06,2.74,1.679,313.9733333,187.5966667,7.53,3.77,3.68,2.89,2.08,0.006,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,187.6,312.92,2.13,3.14,1.668,,,,,,,,,,,,,,,,,,
,,,,,,,,,188.08,314.81,2.04,2.79,1.674,,,,,,,,,,,,,,,,,,
MSB,878007,UK Flora,,,Hieracium ,britannicum,>Petro,,191.11,302.45,2.09,2.23,1.583,306.3033333,193.8866667,7.11,3.55,3.48,2.18,1.95,0.004,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,194.49,307.73,1.8,2.21,1.582,,,,,,,,,,,,,,,,,,
,,,,,,,,,196.06,308.73,1.97,2.11,1.575,,,,,,,,,,,,,,,,,,
MSB,117335,UK Flora,,,Hieracium ,graniticolum,>Petro,,99.61,252.96,4.17,4.91,2.540,255.9033333,101.08,11.39,5.70,5.57,5.05,4.01,0.007,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,101.33,256.06,4.21,5.56,2.527,,,,,,,,,,,,,,,,,,
,,,,,,,,,102.3,258.69,3.65,4.69,2.529,,,,,,,,,,,,,,,,,,
MSB,854263,UK Flora,,,Hieracium ,eminentiforme,>Petro,,103.22,379.78,3.49,3.93,3.679,384.1733333,104.8166667,16.49,8.25,8.07,3.88,3.43,0.022,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,104.98,385.98,3.28,3.57,3.677,,,,,,,,,,,,,,,,,,
,,,,,,,,,106.25,386.76,3.53,4.14,3.640,,,,,,,,,,,,,,,,,,
MSB,933746,UK Flora,,,Taraxacum ,tamesense,<Pisum,,112.11,341.55,3.21,2.08,3.047,114.9333333,345.8266667,3.02,1.51,1.48,3.49,2.03,0.039,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,114.01,343.48,3.68,2.08,3.013,,,,,,,,,,,,,,,,,,
,,,,,,,,,118.68,352.45,3.57,1.92,2.969,,,,,,,,,,,,,,,,,,
MSB,93418,UK Flora,,,Taraxacum ,lingulatum,<Pisum,,130.25,419.76,3.78,2.58,3.223,135.06,427.72,2.87,1.44,1.40,3.64,2.50,0.056,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,135.88,430.63,3.44,2.52,3.169,,,,,,,,,,,,,,,,,,
,,,,,,,,,139.05,432.77,3.69,2.39,3.112,,,,,,,,,,,,,,,,,,
MSB,879439,UK Flora,,,Hieracium ,vulgatum,>Petro,,131.17,338.6,3.05,2.54,2.581,343.5966667,134.1,11.53,5.77,5.64,2.33,2.68,0.017,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,134.23,343.34,2.64,2.34,2.558,,,,,,,,,,,,,,,,,,
,,,,,,,,,136.9,348.85,2.36,2.11,2.548,,,,,,,,,,,,,,,,,,
MSB,879347,UK Flora,,,Hieracium ,exotericum,>Petro,,133.63,318.1,5.19,5.81,2.380,326.51,137.5033333,10.69,5.34,5.23,4.90,4.11,0.013,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,139.23,328.51,3.59,4.6,2.359,,,,,,,,,,,,,,,,,,
,,,,,,,,,139.65,332.92,3.54,4.28,2.384,,,,,,,,,,,,,,,,,,
MSB,117302,UK Flora,,,Hieracium ,graniticola,>Petro,,132.8,343.29,3.03,2.95,2.585,349.6533333,136.34,11.54,5.77,5.64,2.67,2.82,0.021,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,136.19,349.52,2.76,2.49,2.566,,,,,,,,,,,,,,,,,,
,,,,,,,,,140.03,356.15,2.67,2.57,2.543,,,,,,,,,,,,,,,,,,
MSB,117324,UK Flora,,,Hieracium ,graniticola,>Petro,,142.56,364.35,3.88,3.47,2.556,370.1,145.7033333,11.43,5.72,5.59,3.20,3.76,0.026,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,145.31,371.24,3.58,2.86,2.555,,,,,,,,,,,,,,,,,,
,,,,,,,,,149.24,374.71,3.83,3.26,2.511,,,,,,,,,,,,,,,,,,
MSB,879370,UK Flora,,,Hieracium ,scotostictum,>Petro,,139.89,329.55,3.81,4.39,2.356,332.98,141.8333333,10.56,5.28,5.17,4.33,3.78,0.010,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,141.24,331.95,4.09,4.18,2.350,,,,,,,,,,,,,,,,,,
,,,,,,,,,144.37,337.44,3.44,4.41,2.337,,,,,,,,,,,,,,,,,,
MSB,878672,UK Flora,,,Hieracium ,adelphicum,>Petro,,128.92,311.67,2.63,2.52,2.418,315.4066667,130.4366667,10.88,5.44,5.32,2.19,2.53,0.005,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,130.34,315.87,2.51,1.99,2.423,,,,,,,,,,,,,,,,,,
,,,,,,,,,132.05,318.68,2.45,2.05,2.413,,,,,,,,,,,,,,,,,,
MSB,879417,UK Flora,,,Hieracium ,sublepistoides,>Petro,,142.25,336.58,3.77,3.55,2.366,344.1033333,145.9833333,10.61,5.30,5.19,3.08,3.48,0.015,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,146.34,346.23,3.39,2.78,2.366,,,,,,,,,,,,,,,,,,
,,,,,,,,,149.36,349.5,3.29,2.9,2.340,,,,,,,,,,,,,,,,,,
MSB,879336,UK Flora,,,Hieracium ,exotericum,>Petro,,134.21,320.62,2.73,2.96,2.389,321.895,134.87,10.74,5.37,5.25,2.84,2.60,0.003,Robyn Powell,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,135.53,323.17,2.47,2.71,2.385,,,,,,,,,,,,,,,,,,
MSB,882615,UK Flora,,,Hieracium ,glaucinum subsp. petiolare,>Petro,,142.8,334.27,3.27,3.82,2.341,338.9233333,145.1766667,10.51,5.25,5.14,3.97,3.71,0.009,Robyn Powell,,,,,,,,,
,,,,,,,,,143.77,336.15,4.36,4.63,2.338,,,,,,,,,,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,148.96,346.35,3.51,3.47,2.325,,,,,,,,,,,,,,,,,,
MSB,934145,UK Flora,,,Taraxacum ,fasciatum,<Pisum,,147.84,471.07,3.44,2.35,3.186,151.71,476.5433333,2.89,1.45,1.42,2.97,2.18,0.044,Robyn Powell,,,,,,,,,
,,,,,,,,,151.32,475.3,2.74,2.1,3.141,,,,,,,,,,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,155.97,483.26,2.73,2.08,3.099,,,,,,,,,,,,,,,,,,
MSB,933724,UK Flora,,,Taraxacum,pulchrifolium,<Pisum,,170.75,253.44,5.41,3.07,1.484,174.0666667,257.08,6.15,3.08,3.01,5.69,5.48,0.009,Robyn Powell,,,,,,,,,
,,,,,,,,,173.14,256.31,5.57,9.03,1.480,,,,,,,,,,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,178.31,261.49,6.1,4.33,1.467,,,,,,,,,,,,,,,,,,
MSB,875693,UK Flora,,,Taraxacum,lamprophyllum,<Pisum,,169.3,459.34,3.71,2.75,2.713,174.6366667,467.1466667,3.40,1.70,1.66,2.93,2.23,0.033,Robyn Powell,,,,,,,,,
,,,,,,,,,176.58,470.57,2.75,2.2,2.665,,,,,,,,,,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,178.03,471.53,2.34,1.74,2.649,,,,,,,,,,,,,,,,,,
MSB,933735,UK Flora,,,Taraxacum,prionum,<Pisum,,173.5,483.21,2.83,2.17,2.785,178.6666667,491.4333333,3.30,1.65,1.62,2.86,2.06,0.034,Robyn Powell,,,,,,,,,
,,,,,,,,,179.55,493.86,2.81,2.1,2.751,,,,,,,,,,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,182.95,497.23,2.94,1.9,2.718,,,,,,,,,,,,,,,,,,
MSB,882589,UK Flora,,,Hieracium,naviense,>Petro,,149.54,375.75,8.3,4.26,2.513,387.24,158.1166667,11.02,5.51,5.39,4.05,6.10,0.058,Robyn Powell,,,,,,,,,
,,,,,,,,,160.41,391.76,5.81,3.82,2.442,,,,,,,,,,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,164.4,394.21,4.19,4.08,2.398,,,,,,,,,,,,,,,,,,
MSB,882578,UK Flora,,,Hieracium,naviense,>Petro,,204.82,493.7,2.75,2.3,2.410,499.7433333,208.1966667,10.80,5.40,5.28,2.04,2.61,0.009,Robyn Powell,,,,,,,,,
,,,,,,,,,208.71,500.62,2.62,1.99,2.399,,,,,,,,,,,,,,,,,,
,,,,,,,,GPB3%PVPBmet,211.06,504.91,2.47,1.83,2.392,,,,,,,,,,,,,,,,,,
MSB,892959,UK Flora,,,Hieracium,flocculosiforme,>Petro,,141.28,437.43,3.13,3.05,3.350,442.47,142.96,13.93,6.96,6.81,2.85,2.79,0.035,Robyn Powell,,,,,,,,,
,,,,,,,,,144.64,447.51,2.44,2.64,3.301,,,,,,,,,,,,,,,,,,
MSB,891376,UK Flora,,,Hieracium,trichocaulon,>Petro,GPB3%PVPBmet,150.67,390.19,3.26,2.68,2.590,403.0566667,157.9,11.49,5.74,5.62,2.48,2.91,0.037,Robyn Powell,,,,,,,,,
,,,,,,,,,157.75,403,2.74,2.51,2.555,,,,,,,,,,,,,,,,,,
,,,,,,,,,165.28,415.98,2.72,2.26,2.517,,,,,,,,,,,,,,,,,,
MSB,891620,UK Flora,,,Hieracium,saxorum,>Petro,GPB3%PVPBmet,154.73,367.96,4.25,3.93,2.378,373.1766667,158.28,10.61,5.30,5.19,3.65,3.88,0.022,Robyn Powell,,,,,,,,,
,,,,,,,,,157.37,371.51,3.7,3.57,2.361,,,,,,,,,,,,,,,,,,
,,,,,,,,,162.74,380.06,3.68,3.44,2.335,,,,,,,,,,,,,,,,,,
MSB,135160,UK Flora,,,Tephroseris,integrifolia,>Petro,GPB3%PVPBmet,136.85,514.11,3.72,2.99,3.757,540.3666667,155.42,15.65,7.82,7.65,2.46,3.04,0.066,Robyn Powell,,,,,,,,,
,,,,,,,,,174.22,544.19,2.71,2.24,3.696,,,,,,,,,,,,,,,,,,
,,,,,,,,,155.19,562.8,2.7,2.16,3.626,,,,,,,,,,,,,,,,,,
MSB,863355,UK Flora,,,Cyperus,fuscus,<Solanum,GPB3%PVPBmet,121.43,455.99,6.54,3.86,3.755,130.52,477.5366667,0.55,0.27,0.27,6.19,4.04,0.085,Robyn Powell,,,,,,,,,
,,,,,,,,,133.12,485.1,6.7,3.93,3.644,,,,,,,,,,,,,,,,,,
,,,,,,,,,137.01,491.52,5.32,4.32,3.587,,,,,,,,,,,,,,,,,,
MSB,109453,UK Flora,,,Arabis,scabra,<Solanum,GPB3%PVPBmet,160.45,397.56,5.59,3.06,2.478,166.9566667,407.2066667,0.82,0.41,0.40,5.44,3.23,0.034,Robyn Powell,,,,,,,,,
,,,,,,,,,168.09,407.82,5.93,3.35,2.426,,,,,,,,,,,,,,,,,,
,,,,,,,,,172.33,416.24,4.79,3.29,2.415,,,,,,,,,,,,,,,,,,
MSB,897208,UK Flora,,,Anthemis,cotula,<Pisum,GPB3%PVPBmet,164.06,199.9,3.7,2.32,1.218,166.24,202.8733333,7.45,3.72,3.64,3.58,2.26,0.003,Robyn Powell,,,,,,,,,
,,,,,,,,,164.92,201.76,4.29,2.65,1.223,,,,,,,,,,,,,,,,,,
,,,,,,,,,169.74,206.96,2.75,1.8,1.219,,,,,,,,,,,,,,,,,,
MSB,112570,UK Flora,,,Trifolium,scabrum,<Solanum,GPB3%PVPBmet,176.62,311.14,4.05,4.34,1.875,187.9,339.9333333,1.11,0.55,0.54,4.05,4.60,0.028,Robyn Powell,,,,,,,,,
,,,,,,,,,188.45,347.19,3.93,4.53,1.842,,,,,,,,,,,,,,,,,,
,,,,,,,,,198.63,361.47,4.17,4.93,1.820,,,,,,,,,,,,,,,,,,
MSB,113233,UK Flora,,,Cynoglossum,germanicum,<Petro,GPB3%PVPBmet,175.06,347.46,3.8,3.01,1.985,184.8633333,362.7266667,2.29,1.15,1.12,4.13,3.28,0.022,Robyn Powell,,,,,,,,,
,,,,,,,,,185.95,364.71,4.45,3.43,1.961,,,,,,,,,,,,,,,,,,
,,,,,,,,,193.58,376.01,4.25,3.39,1.942,,,,,,,,,,,,,,,,,,
MSB,102384,UK Flora,,,Cochlearia,micacea,<Petro,GPB3%PVPBmet,180.78,345.31,7,4.53,1.910,159.85,303.17,2.37,1.19,1.16,6.07,3.81,0.013,Robyn Powell,,,,,,,,,
,,,,,,,,,120.43,227.59,5.14,3.56,1.890,,,,,,,,,,,,,,,,,,
,,,,,,,,,178.34,336.61,5.05,3.35,1.887,,,,,,,,,,,,,,,,,,
MSB,21799,UK Flora,,,Primula,farinosa,<Petro,GPB3%PVPBmet,201,243.2,3.54,2.79,1.210,207.7466667,250.4466667,3.73,1.87,1.83,3.34,2.57,0.004,Robyn Powell,,,,,,,,,
,,,,,,,,,208.4,251.02,3.13,2.65,1.205,,,,,,,,,,,,,,,,,,
,,,,,,,,,213.84,257.12,2.44,2.27,1.202,,,,,,,,,,,,,,,,,,
MSB,129097,UK Flora,,,Lysimachia,thyrsiflora,>Solanum,GPB3%PVPBmet,178.95,258.83,4.79,3,1.446,262.78,180.9166667,2.90,1.45,1.42,2.82,5.23,0.013,Robyn Powell,,,,,,,,,
,,,,,,,,,179.01,262.74,6.48,2.51,1.468,,,,,,,,,,,,,,,,,,
,,,,,,,,,184.79,266.77,4.42,2.95,1.444,,,,,,,,,,,,,,,,,,
MSB,735065,UK Flora,,,Lathyrus,japonicus,>Pisum,GPB3%PVPBmet,175.22,244.94,2.68,2.92,1.398,246.07,176.45,12.68,6.34,6.20,2.80,2.72,0.004,Robyn Powell,,,,,,,,,
,,,,,,,,,178.2,248.56,2.1,2.54,1.395,,,,,,,,,,,,,,,,,,
,,,,,,,,,175.93,244.71,3.38,2.95,1.391,,,,,,,,,,,,,,,,,,
MSB,947387,UK Flora,,,Blysmus,rufus,>Solanum,GPB3%PVPBmet,147.05,300.19,4.75,5.87,2.041,305.5033333,148.9866667,4.10,2.05,2.01,5.50,5.44,0.009,Robyn Powell,,,,,,,,,
,,,,,,,,,148.66,305.03,4.96,5.27,2.052,,,,,,,,,,,,,,,,,,
,,,,,,,,,151.25,311.29,6.6,5.37,2.058,,,,,,,,,,,,,,,,,,
MSB,945224,UK Flora,,,Juncus,alpinoarticulatus,<Pisum,GPB3%PVPBmet,178.38,402.87,2.62,2.15,2.259,177.5466667,401.13,4.02,2.01,1.97,3.13,2.37,0.041,Robyn Powell,,,,,,,,,
,,,,,,,,,167.24,385.11,4.04,2.9,2.303,,,,,,,,,,,,,,,,,,
,,,,,,,,,187.02,415.41,2.73,2.07,2.221,,,,,,,,,,,,,,,,,,
MSB,114530,UK Flora,,,Petrorhagia,nanteuilii,<Petro,GPB3%PVPBmet,208.93,294.03,3.85,2.7,1.407,203.75,284.56,3.22,1.61,1.58,4.21,2.70,0.009,Robyn Powell,,,,,,,,,
,,,,,,,,,223.09,309.89,4.56,3.22,1.389,,,,,,,,,,,,,,,,,,
,,,,,,,,,179.23,249.76,3,2.17,1.393,,,,,,,,,,,,,,,,,,
MSB,911245,UK Flora,,,Myosotis,laxa,<Petro,GPB3%PVPBmet,166.65,246.24,4.81,2.96,1.478,169.5633333,249.67,3.06,1.53,1.49,4.70,2.89,0.005,Robyn Powell,,,,,,,,,
,,,,,,,,,168.3,247.79,4.59,3.23,1.472,,,,,,,,,,,,,,,,,,
,,,,,,,,,173.74,254.98,3.56,2.49,1.468,,,,,,,,,,,,,,,,,,
MSB,898098,UK Flora,,,Ranunculus,peltatus,>Petro,GPB3%PVPBmet,176.56,368.89,2.22,2.61,2.089,377.2133333,181.1766667,9.37,4.68,4.58,2.58,2.39,0.008,Robyn Powell,,,,,,,,,
,,,,,,,,,181.73,378.51,2.53,2.7,2.083,,,,,,,,,,,,,,,,,,
,,,,,,,,,185.24,384.24,2.42,2.42,2.074,,,,,,,,,,,,,,,,,,
MSB,891077,UK Flora,,,Samolus,valerandi,<Pisum,GPB3%PVPBmet,110.24,702.01,4.94,1.99,6.368,110.3633333,694.6766667,1.44,0.72,0.71,5.00,2.64,0.073,Robyn Powell,,,,,,,,,
,,,,,,,,,112.9,710.22,4.84,2.09,6.290,,,,,,,,,,,,,,,,,,
,,,,,,,,,107.95,671.8,5.23,3.83,6.223,,,,,,,,,,,,,,,,,,
MSB,891077,UK Flora,,,Oxyria,digyna,<Pisum,GPB3%PVPBmet,179.54,540.33,3.75,2.06,3.010,160.87,484.1366667,3.02,1.51,1.48,3.30,2.04,0.005,Robyn Powell,,,,,,,,,
,,,,,,,,,159.7,479.85,3.34,2.07,3.005,,,,,,,,,,,,,,,,,,
,,,,,,,,,143.37,432.23,2.8,1.98,3.015,,,,,,,,,,,,,,,,,,
MSB,959050,UK Flora,,,Petroselinum,segetum,<Pisum,GPB3%PVPBmet,161.01,469.51,2.9,1.98,2.916,160.7666667,453.99,3.22,1.61,1.57,3.55,2.76,0.080,Robyn Powell,,,,,,,,,
,,,,,,,,,156.14,434.08,4.86,4.39,2.780,,,,,,,,,,,,,,,,,,
,,,,,,,,,165.15,458.38,2.9,1.91,2.776,,,,,,,,,,,,,,,,,,
MSB,144585,UK Flora,,,Stellaria,pallida,<Petro,GPB3%PVPBmet,135.53,548.2,4.64,2.65,3.986,141.0633333,555.7533333,1.14,0.57,0.56,4.59,2.67,0.072,Robyn Powell,,,,,,,,,
,,,,,,,,,140.22,552.28,4.18,2.91,3.939,,,,,,,,,,,,,,,,,,
,,,,,,,,,147.44,566.78,4.96,2.45,3.844,,,,,,,,,,,,,,,,,,
MSB,236469,UK Flora,,,Salvia,verbenaca,>Solanum,GPB3%PVPBmet,191.66,274.46,4.71,3.25,1.432,284.95,198.73,2.87,1.43,1.40,2.76,3.87,0.002,Robyn Powell,,,,,,,,,
,,,,,,,,,201.12,288.29,3.27,2.58,1.433,,,,,,,,,,,,,,,,,,
,,,,,,,,,203.41,292.1,3.64,2.46,1.436,,,,,,,,,,,,,,,,,,
MSB,142643,UK Flora,,,Geranium,molle,<Petro,GPB3%PVPBmet,128.06,564.72,4.3,2.23,4.410,130.74,574.4233333,1.02,0.51,0.50,3.79,1.94,0.017,Robyn Powell,,,,,,,,,
,,,,,,,,,130.62,574.19,3.71,1.82,4.396,,,,,,,,,,,,,,,,,,
,,,,,,,,,133.54,584.36,3.37,1.78,4.376,,,,,,,,,,,,,,,,,,
MSB,945235,UK Flora,,,Juncus,alpinoarticulatus,<Pisum,GPB3%PVPBmet,152.43,345.75,2.9,2.35,2.268,157.2133333,352.34,4.06,2.03,1.98,2.94,2.34,0.026,Robyn Powell,,,,,,,,,
,,,,,,,,,157.51,352.86,2.68,2.06,2.240,,,,,,,,,,,,,,,,,,
,,,,,,,,,161.7,358.41,3.24,2.62,2.217,,,,,,,,,,,,,,,,,,
MSB,115803,UK Flora,,,Sabulina,rubella,<Solanum,GPB3%PVPBmet,154.96,258.48,7.37,3.75,1.668,163.5933333,272.1966667,1.20,0.60,0.59,5.48,3.67,0.004,Robyn Powell,,,,,,,,,
